部件名称 (Part Name),出现角色数 (Count),覆盖率 (Coverage)
R_C_Hand_II,1,0.25%
Cloak_III,1,0.25%
Map_II,1,0.25%
Clothes_II,1,0.25%
Clothes_III,1,0.25%
R_Belt_III,1,0.25%
L_Eye_ball,1,0.25%
Hair_R_tample,1,0.25%
Mouth_point,1,0.25%
R_Eye_ball,1,0.25%
L_finger,1,0.25%
Hair_L_tample,1,0.25%
Kettle_rope,1,0.25%
Goggle_tape,1,0.25%
Chest_ACC,1,0.25%
Foot_R_ACC,1,0.25%
FaceACC,1,0.25%
Ear_L_ACC,1,0.25%
Hair_Eb,1,0.25%
Hair_Gb,1,0.25%
Foot_L_ACC,1,0.25%
B_Hairss,1,0.25%
O,1,0.25%
L_FaQia,1,0.25%
L_Foot_gs,1,0.25%
L_ShouHuan,1,0.25%
R_Skirt_Br,1,0.25%
TP,1,0.25%
Gl_Hair,1,0.25%
Gr_Hair,1,0.25%
Q,1,0.25%
Waist_gs,1,0.25%
L_Forearm_s1,1,0.25%
L_GS,1,0.25%
L_Bangss,1,0.25%
Waist_ts,1,0.25%
B_Gs_R1,1,0.25%
L_Pd,1,0.25%
B_Gs,1,0.25%
Build,1,0.25%
Hair_lsss,1,0.25%
Hair_ls,1,0.25%
Hair_lss,1,0.25%
Hair_Wa,1,0.25%
L_Skirt_Tape,1,0.25%
L_Shoulder_bow,1,0.25%
Hair_Braid,1,0.25%
Eyeglasses,1,0.25%
La_Tape,1,0.25%
Hair_Ahage,1,0.25%
Ra_Tape,1,0.25%
L_HanHold,1,0.25%
L_Pants_1_In,1,0.25%
R_Cloth_In,1,0.25%
R_TelescopeBag,1,0.25%
R_HanHold,1,0.25%
L_Cloth_In,1,0.25%
Mouth_Suprise,1,0.25%
L_FootTape,1,0.25%
Belt_R_Rope,1,0.25%
L_Bagmain,1,0.25%
R_Chestcloth_Tape,1,0.25%
HatTightness,1,0.25%
L_Pants_2_In,1,0.25%
Wiast,1,0.25%
R_Bell_Tape,1,0.25%
L_Bag_Button,1,0.25%
L_Chestcloth_Tape,1,0.25%
R_FootTape,1,0.25%
R_Pants_1_In,1,0.25%
HairTape_Card,1,0.25%
Hat_In,1,0.25%
Belt_L_Rope,1,0.25%
R_Ear_In,1,0.25%
R_Pants_2_In,1,0.25%
R_Telescope,1,0.25%
B_Tail,1,0.25%
L_Arm_phone,1,0.25%
L_Xm,1,0.25%
L_lying,1,0.25%
Ymao,1,0.25%
L_Skirts_gs,1,0.25%
Helt,1,0.25%
R_Thigh_gs,1,0.25%
B_Sklf,1,0.25%
R_Skirts,1,0.25%
L_Thigh_gs,1,0.25%
B_Bangsss,1,0.25%
L_Ymao,1,0.25%
L_TouShen,1,0.25%
R_lying,1,0.25%
R_Ymao,1,0.25%
EyeWhiteR,1,0.25%
New_R_Foot,1,0.25%
New_L_Upperarm,1,0.25%
New_Hair,1,0.25%
New_HairF_RA,1,0.25%
EyeWhiteL,1,0.25%
New_BeltKnotA,1,0.25%
New_SleeveR,1,0.25%
badgeB,1,0.25%
SleeveL,1,0.25%
New_HairR,1,0.25%
New_Ahoge,1,0.25%
New_Collar,1,0.25%
New_Belt,1,0.25%
New_EyePupil,1,0.25%
New_Tail,1,0.25%
New_CoatB,1,0.25%
Weapon_DR,1,0.25%
New_EyeBrowR,1,0.25%
New_Eye_SmileL,1,0.25%
New_MouthB,1,0.25%
badge,1,0.25%
New_NecklaceB,1,0.25%
New_R_Shank,1,0.25%
New_L_Shank,1,0.25%
New_Eye_CloseR,1,0.25%
badgeD,1,0.25%
New_Coat_L_DcrtA,1,0.25%
New_WhitecoatB,1,0.25%
New_SleeveR_Ab,1,0.25%
New_HairF,1,0.25%
New_EyeLash,1,0.25%
New_Ear,1,0.25%
New_HairF_LB,1,0.25%
New_Skirt,1,0.25%
New_MouthA,1,0.25%
C_WeaponS,1,0.25%
Weapon_UL,1,0.25%
New_HairF_LC,1,0.25%
BottleLight,1,0.25%
New_NecklaceA,1,0.25%
badgeC,1,0.25%
New_Coat_L_DcrtC,1,0.25%
New_Bag,1,0.25%
New_HairF_RB,1,0.25%
New_Weapon_DR,1,0.25%
New_Coat,1,0.25%
New_WhiteCoat,1,0.25%
WhitecoatB,1,0.25%
New_HairF_LA,1,0.25%
New_R_Upperarm,1,0.25%
New_ArmBeltR,1,0.25%
RBottleB,1,0.25%
New_HornL,1,0.25%
Mouth_Ci,1,0.25%
New_BeltKnotB,1,0.25%
ArmBeltL,1,0.25%
New_Coat_L_DcrtB,1,0.25%
New_Eye_CloseL,1,0.25%
New_L_Foot,1,0.25%
New_Weapon_DL,1,0.25%
New_HairB,1,0.25%
New_L_Thigh,1,0.25%
New_EyeBrowL,1,0.25%
New_Eye_SmileR,1,0.25%
New_MouthD,1,0.25%
New_R_Thigh,1,0.25%
New_HairL,1,0.25%
New_Head,1,0.25%
New_Chest,1,0.25%
New_MouthC,1,0.25%
Weapon_UR,1,0.25%
RBottleA,1,0.25%
New_BeltKnotC,1,0.25%
New_HornR,1,0.25%
RBottleC,1,0.25%
R_Fin_Ex_Ac,1,0.25%
R_Hand_Ex,1,0.25%
Neck_Deco,1,0.25%
R_Shoes_Bow,1,0.25%
R_Forearm_Ex,1,0.25%
R_Sheeves,1,0.25%
L_Sheeves_Ex,1,0.25%
Dress_Brow,1,0.25%
R_Fin_Ex_Ab,1,0.25%
L_Fin_Ex_Ac,1,0.25%
L_Hand_Ex,1,0.25%
R_Hand_Deco,1,0.25%
R_Sheeves_Ex,1,0.25%
R_Fin_Ex_Aa,1,0.25%
L_Fin_Ex_Ae,1,0.25%
L_Fin_Ex_Aa,1,0.25%
R_Hand_Deco_Ex,1,0.25%
L_Arm_Ex,1,0.25%
L_Shoes_Bow,1,0.25%
R_Arm_Ex,1,0.25%
L_Sheeves,1,0.25%
R_Fin_Ex_Ae,1,0.25%
L_Fin_Ex_Ab,1,0.25%
R_Fin_Ex_Ad,1,0.25%
L_Fin_Ex_Ad,1,0.25%
L_Forearm_Ex,1,0.25%
L_Hand_Deco,1,0.25%
C_Sp,1,0.25%
R_Forearm_Sp,1,0.25%
R_Head,1,0.25%
Weapon_fx2,1,0.25%
Weapon_fx,1,0.25%
I_Mouth,1,0.25%
C_L_Eye,1,0.25%
L_Hand_SS,1,0.25%
Bu_P_Hand,1,0.25%
C_R_Eye,1,0.25%
L_ForearmC,1,0.25%
L_ShankLight,1,0.25%
Mouth_NyaLaugh,1,0.25%
FistA_Finger,1,0.25%
Sleep_Finger,1,0.25%
Mouth_Nya,1,0.25%
R_SleeveU,1,0.25%
R_ForearmC,1,0.25%
Sleep_Hand,1,0.25%
FistB,1,0.25%
FistA,1,0.25%
L_PantsB,1,0.25%
EyeLId,1,0.25%
SkirtL,1,0.25%
Sit_Hand,1,0.25%
Mouth_Xi,1,0.25%
R_SleeveD,1,0.25%
Ear_Dcrt,1,0.25%
Sleep_Phone,1,0.25%
R_ShankLight,1,0.25%
NyaHand,1,0.25%
Ra_Hand_Attack,1,0.25%
Ra_Hand_Finger_ d,1,0.25%
L_Finer,1,0.25%
Ra_Hand_Finger,1,0.25%
La_Hand_Attack,1,0.25%
HairBand,1,0.25%
R_EarWing,1,0.25%
WimpleRope,1,0.25%
ChestCard,1,0.25%
Wimple,1,0.25%
L_EarWing,1,0.25%
Rear,1,0.25%
DBox,1,0.25%
DC,1,0.25%
Angel,1,0.25%
Curtain,1,0.25%
R_WeaponLight,1,0.25%
R_Wheel_A_Light,1,0.25%
DB,1,0.25%
L_WeaponLight,1,0.25%
Room,1,0.25%
DA,1,0.25%
Rifle,1,0.25%
HeadDesk,1,0.25%
RoomEff_Light,1,0.25%
R_Wheel_B_Light,1,0.25%
Eye_L_Ba,1,0.25%
C_Hand_Ca,1,0.25%
Hair_Aj,1,0.25%
C_Hand_Cg,1,0.25%
Eye_L_Cc,1,0.25%
Eye_R_Cf,1,0.25%
Eye_L_Ca,1,0.25%
C_Hand_Ib,1,0.25%
C_Hand_Be,1,0.25%
Pen_Ab,1,0.25%
Hair_Ah,1,0.25%
C_Hand_Ea,1,0.25%
C_Hand_Ff,1,0.25%
Tiezi,1,0.25%
C_Hand_Ia,1,0.25%
C_Hand_Cd,1,0.25%
Hair_Ag,1,0.25%
C_Hand_Bf,1,0.25%
Eye_R_Aa,1,0.25%
C_Hand_Ie,1,0.25%
Eye_R_Ca,1,0.25%
C_Hand_Bg,1,0.25%
Eye_L_Ab,1,0.25%
Hair_Ad,1,0.25%
Hair_Al,1,0.25%
Eye_R_Cb,1,0.25%
Pen_Bb,1,0.25%
Eye_L_Cb,1,0.25%
Hand_R_Eb,1,0.25%
C_Hand_Da,1,0.25%
Hair_Aa,1,0.25%
Hair_Bc,1,0.25%
Eye_R_Cd,1,0.25%
C_Hand_Bc,1,0.25%
C_Hand_Ce,1,0.25%
C_Hand_Cf,1,0.25%
C_Hand_Fg,1,0.25%
Eye_R_Cc,1,0.25%
Hair_Ai,1,0.25%
Eye_L_Ce,1,0.25%
Eye_L_Cg,1,0.25%
Eye_L_Ac,1,0.25%
Eye_L_Aa,1,0.25%
Hair_Bd,1,0.25%
C_Hand_If,1,0.25%
Eye_R_Ba,1,0.25%
C_Hand_Cb,1,0.25%
Hair_Ak,1,0.25%
Hair_Ab,1,0.25%
Robot,1,0.25%
Eye_R_Ab,1,0.25%
Hair_Af,1,0.25%
C_Hand_Bd,1,0.25%
Eye_R_Cg,1,0.25%
Eye_R_Ce,1,0.25%
C_Hand_Dc,1,0.25%
Eye_L_Cf,1,0.25%
C_Hand_Ic,1,0.25%
Hair_Ae,1,0.25%
C_Hand_Cc,1,0.25%
C_Hand_Id,1,0.25%
Hair_Ac,1,0.25%
Eye_L_Cd,1,0.25%
C_Hand_Ig,1,0.25%
Run,1,0.25%
Run_7b,1,0.25%
L_Pull,1,0.25%
C_Weapon_X2,1,0.25%
Run_22b,1,0.25%
CX_3C,1,0.25%
R_Hand_Gun,1,0.25%
R_Calf(2),1,0.25%
Run_22a,1,0.25%
Weapon_13x,1,0.25%
CX_6C,1,0.25%
Run_7a,1,0.25%
C_Weapon_X4,1,0.25%
C_Weapon_X1,1,0.25%
CX,1,0.25%
Hair_14x,1,0.25%
Hair_13x,1,0.25%
CX_1C,1,0.25%
C_Dress,1,0.25%
C_Weapon_X3,1,0.25%
CX_5C,1,0.25%
Body_Ab,1,0.25%
Body_Ae,1,0.25%
Body_Af,1,0.25%
Foot_L_Ac,1,0.25%
Body_Ak,1,0.25%
Hand_L_Ag,1,0.25%
Head_Abb,1,0.25%
Tape_Ad,1,0.25%
Foot_R_Ac,1,0.25%
FX_Ac,1,0.25%
Head_Aa,1,0.25%
Int_Bb,1,0.25%
FX_Aa,1,0.25%
Tape_Ae,1,0.25%
Body_Al,1,0.25%
Tape_Ac,1,0.25%
Body_Ao,1,0.25%
Body_Aj,1,0.25%
Foot_L_Ad,1,0.25%
Body_Am,1,0.25%
Int_Bc,1,0.25%
Tape_Ab,1,0.25%
Int_Ab,1,0.25%
Hand_L_Ah,1,0.25%
Body_An,1,0.25%
Foot_R_Ad,1,0.25%
Body_Ah,1,0.25%
Foot_R_Aa,1,0.25%
FX_Ad,1,0.25%
FX_Ab,1,0.25%
Int,1,0.25%
Body_Aa,1,0.25%
Foot_R_Ab,1,0.25%
Tape_Aa,1,0.25%
Body_Ac,1,0.25%
Foot_R_Ae,1,0.25%
Foot_L_Ae,1,0.25%
Body_Ai,1,0.25%
Body_Ag,1,0.25%
Head_Ab,1,0.25%
Foot_L_Aa,1,0.25%
Body_Ad,1,0.25%
C_A_Finger_III,1,0.25%
R_Plumage_II,1,0.25%
L_Plumage,1,0.25%
A_Finger_III,1,0.25%
Flower_II,1,0.25%
R_B_Finger_III,1,0.25%
A_Finger_IV,1,0.25%
R_B_Forearm,1,0.25%
C_A_Finger_IV,1,0.25%
L_B_Finger,1,0.25%
Flower_IV,1,0.25%
C_C_Finger_IV,1,0.25%
C_B_Finger_IV,1,0.25%
R_B_Finger,1,0.25%
C_C_Finger_II,1,0.25%
C_C_Finger_III,1,0.25%
R_B_Finger_IV,1,0.25%
L_B_Finger_III,1,0.25%
C_B_Finger_II,1,0.25%
L_B_Forearm,1,0.25%
C_A_Finger_II,1,0.25%
L_B_Finger_II,1,0.25%
C_B_Finger_III,1,0.25%
R_Wire,1,0.25%
Flower_III,1,0.25%
R_B_Finger_II,1,0.25%
L_B_Finger_IV,1,0.25%
A_Finger_II,1,0.25%
R_FootDcrt,1,0.25%
F_EyePipul,1,0.25%
Hair_Rb,1,0.25%
Bag_BeltA,1,0.25%
Bag_BaA,1,0.25%
Skirt_Ba,1,0.25%
HairF_Mb,1,0.25%
Hair_Ra,1,0.25%
F_EyeWhite,1,0.25%
R_HandS,1,0.25%
Bag_BaB,1,0.25%
Hair_MLb,1,0.25%
Bag_Main,1,0.25%
Hair_MLa,1,0.25%
SkirC,1,0.25%
F_EyeLash,1,0.25%
Cloak_Main,1,0.25%
HairF_Ma,1,0.25%
Body_Dcrt,1,0.25%
F_EyeHL,1,0.25%
L_FootDcrt,1,0.25%
R_Hand_FF,1,0.25%
HairF_Mc,1,0.25%
Bag_BeltB,1,0.25%
side_EyeLight,1,0.25%
side_Nose,1,0.25%
side_Pupil,1,0.25%
L_Pupil_In,1,0.25%
Sit_L_Leg,1,0.25%
side_Beard,1,0.25%
R_Pupil_In,1,0.25%
Sleep_R_Hand,1,0.25%
Mouth_Tongue,1,0.25%
side_R_Ear,1,0.25%
side_Eyeball,1,0.25%
Sleep_Leg,1,0.25%
side_Head,1,0.25%
Sleep_L_Hand,1,0.25%
Sleep_Tail,1,0.25%
Bowtie_Gem,1,0.25%
side_Pupil_In,1,0.25%
side_EyeLash,1,0.25%
side_Mouth,1,0.25%
side_L_Ear,1,0.25%
Sit_Body,1,0.25%
Bowtie_Shadow,1,0.25%
Sleep_Body,1,0.25%
L_Coat_III,1,0.25%
Waist_IV,1,0.25%
L_Bangs_II,1,0.25%
C_Scare,1,0.25%
L_Temples_III,1,0.25%
R_Eye_VIII,1,0.25%
Scarf_III,1,0.25%
Card_II,1,0.25%
R_Eye_VI,1,0.25%
Skirt_B_II,1,0.25%
Scarf_IV,1,0.25%
Skirt_B_III,1,0.25%
Waist_III,1,0.25%
Skirt_C_II,1,0.25%
L_Earrings_II,1,0.25%
L_Temples_II,1,0.25%
L_Eye_VI,1,0.25%
L_Eye_VIII,1,0.25%
R_Eye_VII,1,0.25%
Skirt_B_IV,1,0.25%
Hair_III,1,0.25%
R_Earrings_II,1,0.25%
L_C_Eye_III,1,0.25%
Bowknot_A_II,1,0.25%
Belt_B_II,1,0.25%
Bowknot_A_IV,1,0.25%
L_Eye_VII,1,0.25%
Bowknot_A_III,1,0.25%
Skirt_B_VII,1,0.25%
R_C_Eye_III,1,0.25%
C_Ball_A3,1,0.25%
L_LegB,1,0.25%
C_Ball_B7,1,0.25%
C_Ball_B3,1,0.25%
FaceSp,1,0.25%
L_ForearmCoat,1,0.25%
C_Ball_B2,1,0.25%
C_Ball_B6,1,0.25%
C_Ball_A2,1,0.25%
C_Ball_B4,1,0.25%
C_Ball_B1,1,0.25%
R_LegB,1,0.25%
C_Ball_B5,1,0.25%
NeckLace,1,0.25%
C_Ball_A1,1,0.25%
C_Ball_A4,1,0.25%
C_Ball_A6,1,0.25%
R_Pakm,1,0.25%
C_Ball_A5,1,0.25%
ChestTie,1,0.25%
R_ForearmCoat,1,0.25%
CP5,1,0.25%
CP2,1,0.25%
L_Bagline,1,0.25%
C_Hand1,1,0.25%
R_Tailline,1,0.25%
R_Eyeclose2,1,0.25%
Square1,1,0.25%
CP1,1,0.25%
Square3,1,0.25%
CP3,1,0.25%
CP4,1,0.25%
Square2,1,0.25%
L_Tailline,1,0.25%
Square4,1,0.25%
CP6,1,0.25%
CP_EX,1,0.25%
Roller,1,0.25%
Lightern,1,0.25%
L_ChestRope,1,0.25%
L_ArmCloak,1,0.25%
Hair_A_C_Clip,1,0.25%
R_ChestRope,1,0.25%
R_ArmCloak,1,0.25%
CloakScarf,1,0.25%
R_Forearrm,1,0.25%
ShieldAxe,1,0.25%
Hair_F_C_Clip,1,0.25%
L_Forearrm,1,0.25%
BagBeltB,1,0.25%
Hair_LM,1,0.25%
PenBelt,1,0.25%
Yellow,1,0.25%
HoodB,1,0.25%
PaperA,1,0.25%
BagMain,1,0.25%
Bag_PaperA,1,0.25%
FeatherB,1,0.25%
Hair_Rs,1,0.25%
Bag_PaperB,1,0.25%
PenB,1,0.25%
PenA,1,0.25%
CoatR,1,0.25%
CollarB,1,0.25%
FeatherC,1,0.25%
AhogeB,1,0.25%
GlassLight,1,0.25%
HoodL,1,0.25%
BagBeltA,1,0.25%
FeatherA,1,0.25%
Clips,1,0.25%
Hair_RM,1,0.25%
HoodR,1,0.25%
CoatL,1,0.25%
AhogeA,1,0.25%
Bag_DcrtD,1,0.25%
Hair_Bun,1,0.25%
Hair_BC,1,0.25%
Hair_Ls,1,0.25%
ShirtF,1,0.25%
Hair_Lc,1,0.25%
Mouth_Ah,1,0.25%
ShirtB,1,0.25%
HandSA,1,0.25%
Leg_bag,1,0.25%
L_sheet,1,0.25%
L_ICON,1,0.25%
R_shell,1,0.25%
L_Iron sheet,1,0.25%
link,1,0.25%
straps,1,0.25%
L_Ear_fur,1,0.25%
R_Iron,1,0.25%
piece,1,0.25%
ornaments,1,0.25%
R_B_Iron,1,0.25%
Spring,1,0.25%
R_Iron sheet,1,0.25%
Face_outline,1,0.25%
scabbard,1,0.25%
L_Hair_1_Top,1,0.25%
Coat_B_Fur,1,0.25%
Waist_Cloth,1,0.25%
L_EyeLah,1,0.25%
R_EyeLah,1,0.25%
R_Knife_Tape,1,0.25%
R_Knife_Bag,1,0.25%
L_Leg_2_Sleeve,1,0.25%
R_Leg_2_Sleeve,1,0.25%
B_HairTape,1,0.25%
ArrowBag_A2,1,0.25%
R_Arm_Fur,1,0.25%
WeaponOpen_Arrow,1,0.25%
ArrowBag_A1,1,0.25%
L_Eyesmile,1,0.25%
R_Eyesmile,1,0.25%
R_ShoulderTape,1,0.25%
B_Braid,1,0.25%
R_Knife,1,0.25%
L_Face_Tatoo,1,0.25%
HairLight,1,0.25%
ArrowBag_Tape,1,0.25%
L_Eyeclosed,1,0.25%
R_Red_Line,1,0.25%
R_Eyeclosed,1,0.25%
R_Collar_IN,1,0.25%
L_Arm_Fur,1,0.25%
R_Face_Tatoo,1,0.25%
TopHair_Shadow,1,0.25%
HairF_MRc,1,0.25%
Shirt_DL,1,0.25%
EyeSmile,1,0.25%
Coat_DLc,1,0.25%
Hand_SitRa,1,0.25%
Hand_InterAb,1,0.25%
EyeLash_L_Ua,1,0.25%
GreenR,1,0.25%
BagB,1,0.25%
BraidB,1,0.25%
Shirt_DR,1,0.25%
BagA,1,0.25%
Coat_DLa,1,0.25%
Green_DL,1,0.25%
L_Hand_FF,1,0.25%
Hand_InterBb,1,0.25%
Hand_InterBa,1,0.25%
EyeLash_R_Ub,1,0.25%
Back_Rope,1,0.25%
Coat_DRc,1,0.25%
Coat_DRa,1,0.25%
HairRope,1,0.25%
Hand_InterBc,1,0.25%
HairF_MRb,1,0.25%
RobotA,1,0.25%
L_Hand_FP,1,0.25%
Bag_RopeB,1,0.25%
Hand_SitLb,1,0.25%
Coat_DRb,1,0.25%
MouthA,1,0.25%
Hand_SitLa,1,0.25%
EarS_Dcrt,1,0.25%
Bag_RopeA,1,0.25%
EyeLash_R_Ua,1,0.25%
BraidA,1,0.25%
Coat_DLb,1,0.25%
HairF_MRa,1,0.25%
EyeLash_L_Ub,1,0.25%
Hand_SitRb,1,0.25%
Hand_InterAa,1,0.25%
RobotB,1,0.25%
Coat_LU,1,0.25%
O_Eye,1,0.25%
O_Eye_D2,1,0.25%
O_Eye_D3,1,0.25%
Duijiangji,1,0.25%
B_R_Hair,1,0.25%
L_Sheng,1,0.25%
R_Hats,1,0.25%
R_GS,1,0.25%
QiZi,1,0.25%
L_Hat_gs1,1,0.25%
R_Sheng,1,0.25%
L_Guanzi,1,0.25%
L_Dm,1,0.25%
L_HHair,1,0.25%
L_Hat_gs,1,0.25%
L_Glass,1,0.25%
Skirtss,1,0.25%
B_M_Hair,1,0.25%
L_L_Hair,1,0.25%
R_R_Hair,1,0.25%
LinDai,1,0.25%
RB_Hair,1,0.25%
L_Sleeve_Annex,1,0.25%
R_Cloth_Part,1,0.25%
F_L_Cloth,1,0.25%
Silly hair,1,0.25%
Phone_Line,1,0.25%
Phone_Belt,1,0.25%
LegBelt_LB,1,0.25%
HandD_FD,1,0.25%
ArwBox_Side,1,0.25%
LegBelt_RA,1,0.25%
LegBelt_LA,1,0.25%
Blue,1,0.25%
HandD_FT,1,0.25%
Arw,1,0.25%
HatF_Dcrt,1,0.25%
HandD_Plam,1,0.25%
HandD_FB,1,0.25%
Weapon_Arch,1,0.25%
ShoulderS,1,0.25%
HatF,1,0.25%
ArwBox_Rope,1,0.25%
ChestBag_RopeB,1,0.25%
LegBelt_RB,1,0.25%
R_FistP,1,0.25%
Shoulder_RS,1,0.25%
R_FistFF,1,0.25%
ShoulderS_Ba,1,0.25%
HandD_FA,1,0.25%
HoodF,1,0.25%
Weapon_CoreA,1,0.25%
Weapon_CoreB,1,0.25%
ArwBox_Belt,1,0.25%
ArwBox_Back,1,0.25%
ChestBag_RopeA,1,0.25%
ShoulderS_Bb,1,0.25%
HoodF ,1,0.25%
Cable,1,0.25%
HatB,1,0.25%
ArwBox_Lid,1,0.25%
Weapon_Cycle,1,0.25%
HandD_FC,1,0.25%
Weapon_String,1,0.25%
L_Wrist,1,0.25%
R_Hand_Open_5a,1,0.25%
L_Calf3,1,0.25%
L_Foot2,1,0.25%
L_Eyelash4,1,0.25%
L_Calf2,1,0.25%
R_Forearm2,1,0.25%
Back_Annex,1,0.25%
Body_Annex,1,0.25%
Head_Up,1,0.25%
R_Hand_Open_1a,1,0.25%
R_Hand_Open_6a,1,0.25%
R_Foot2,1,0.25%
R_Calf2,1,0.25%
R_Hand_Open_2a,1,0.25%
R_Hand_Open_3a,1,0.25%
L_Eyelash3,1,0.25%
R_Eyelash3,1,0.25%
R_Eyelash4,1,0.25%
R_Calf4,1,0.25%
R_Eyelash2,1,0.25%
R_Hand_Open_4a,1,0.25%
Y_Mouth,1,0.25%
Faceline,1,0.25%
R_EyeWirte,1,0.25%
L_EyeWirte,1,0.25%
L_Temple_II,1,0.25%
R_Y_Eye,1,0.25%
L_Y_Eye,1,0.25%
Hip_II,1,0.25%
L_Belt_Ua,1,0.25%
L_light,1,0.25%
Waist_belt,1,0.25%
Yeiiow_Tape,1,0.25%
Mouth_normal,1,0.25%
Skirt_A_Back,1,0.25%
Skirt_belt,1,0.25%
R_Villus,1,0.25%
S_Ear,1,0.25%
R_Belt_Ua,1,0.25%
Villus_Back,1,0.25%
L_Villus,1,0.25%
R_light,1,0.25%
Head_Back,1,0.25%
Acc_LD,1,0.25%
Eye_Ball_Rb,1,0.25%
Eye_R_OFF,1,0.25%
Acc_RB,1,0.25%
Hand_RIV,1,0.25%
Eye_Ball_Lb,1,0.25%
Hand_RII,1,0.25%
Hair_LII,1,0.25%
Sclear,1,0.25%
Acc,1,0.25%
Acc_LC,1,0.25%
Acc_LI,1,0.25%
Acc_LH,1,0.25%
Acc_RC,1,0.25%
Acc_LF,1,0.25%
Hair_LIII,1,0.25%
Eye_Ball,1,0.25%
Hand_RIII,1,0.25%
Acc_LB,1,0.25%
Acc_LG,1,0.25%
Acc_LE,1,0.25%
Chest_RB,1,0.25%
Hair_RII,1,0.25%
Hand_LII,1,0.25%
Annex_A_ f,1,0.25%
B_Helmet,1,0.25%
R_orbital cavity,1,0.25%
R_Foot_Pendant,1,0.25%
parts,1,0.25%
B_B_Helmet,1,0.25%
band,1,0.25%
Head_mask,1,0.25%
L_Hair_yy,1,0.25%
L_piece,1,0.25%
L_Bangs_yy,1,0.25%
Head_outline,1,0.25%
L_Foot_piece,1,0.25%
L_orbital cavity,1,0.25%
R_middle,1,0.25%
middle_bangs,1,0.25%
middle_bangs_yy,1,0.25%
L_Foot_Pendant,1,0.25%
L_bangs,1,0.25%
R_Bangs_yy,1,0.25%
R_piece,1,0.25%
R_Foot_piece,1,0.25%
Chothes,1,0.25%
WhiteDressA,1,0.25%
C_Magazine,1,0.25%
L_Forearm_SP,1,0.25%
C_Tentacle,1,0.25%
SyringeBag,1,0.25%
R_BlackTape,1,0.25%
L_BlackTape,1,0.25%
WhiteDressB,1,0.25%
C_Trigger,1,0.25%
BlueTape,1,0.25%
R_BlackCross,1,0.25%
BlackDressA,1,0.25%
Eyebrow_Dizzy,1,0.25%
L_WhiteCross,1,0.25%
BlackDressB,1,0.25%
C_BagBand,1,0.25%
L_BlueTape,1,0.25%
L_DressBelt_II,1,0.25%
R_BlueTape,1,0.25%
L_DressBelt,1,0.25%
L_FingerA_Holding,1,0.25%
R_DressBelt,1,0.25%
C_Syringe,1,0.25%
R_WhiteOfEye_Dizzy,1,0.25%
R_DressBelt_II,1,0.25%
Mouth_Speaking,1,0.25%
L_FingerB_Holding,1,0.25%
R_WhiteCross,1,0.25%
R_WhiteTape,1,0.25%
R_Eyelash_Dizzy,1,0.25%
L_BlackCross,1,0.25%
L_Finger_Trigger,1,0.25%
L_WhiteTape,1,0.25%
Hourglass,1,0.25%
C_Umbrella_Close_Annex,1,0.25%
Detection,1,0.25%
B_L_Hat,1,0.25%
Chest_String,1,0.25%
Umbrella_Open_Front,1,0.25%
Hat_String,1,0.25%
F_R_Coat,1,0.25%
Hat_Inside,1,0.25%
R_Tie,1,0.25%
F_L_Coat,1,0.25%
F_L_Hat,1,0.25%
B_R_Hat,1,0.25%
Umbrella_Doll,1,0.25%
Umbrella_String,1,0.25%
Hip_Card,1,0.25%
F_R_Hat,1,0.25%
L_Eyeball_Dizzy,1,0.25%
R_Leg_Annex,1,0.25%
Hat_Outside,1,0.25%
Umbrella_Open_Back,1,0.25%
L_Tie,1,0.25%
Slider,1,0.25%
Intercom,1,0.25%
R_White eye,1,0.25%
NeckLine,1,0.25%
L_White eye,1,0.25%
L_Straps,1,0.25%
Bear,1,0.25%
Bib,1,0.25%
Fc,1,0.25%
Pandant,1,0.25%
R_Flower,1,0.25%
R_Hand_A_VI,1,0.25%
R_Bag_A_II,1,0.25%
L_Hand_A_III,1,0.25%
L_Hand_A_IV,1,0.25%
R_Hand_A_II,1,0.25%
R_Hand_A_III,1,0.25%
R_Bag_B_II,1,0.25%
L_Hand_A_VI,1,0.25%
L_Hand_A_II,1,0.25%
R_Hand_A_IV,1,0.25%
L_Bag_A_II,1,0.25%
Face_III,1,0.25%
Face_II,1,0.25%
Hat_III,1,0.25%
Hat_IV,1,0.25%
L_Bag_II,1,0.25%
R_Braid_II,1,0.25%
R_Leg_III,1,0.25%
L_Braid_II,1,0.25%
Blouse,1,0.25%
Parts,1,0.25%
Waist_0A,1,0.25%
Taenia,1,0.25%
Earrings,1,0.25%
L_Eyebrows,1,0.25%
Box_flower,1,0.25%
R_Starp,1,0.25%
L_Starp,1,0.25%
bowknot,1,0.25%
Box_R_Foot,1,0.25%
Box_L_Foot,1,0.25%
Box_Head,1,0.25%
Box_Straps,1,0.25%
R_Eyebrows,1,0.25%
Callor,1,0.25%
Eye White,1,0.25%
Box_Worm,1,0.25%
Pockets,1,0.25%
L_Sticky,1,0.25%
box,1,0.25%
Tags,1,0.25%
r_op_hand,1,0.25%
r_plam,1,0.25%
r_foot_Pendant,1,0.25%
f_belt,1,0.25%
l_eye,1,0.25%
l_thigh,1,0.25%
r_leg,1,0.25%
c_san,1,0.25%
l_foot,1,0.25%
b_coat,1,0.25%
r_thigh,1,0.25%
r_coat,1,0.25%
r_forearm,1,0.25%
blet,1,0.25%
